id,nepali_name,sanskrit_name,author_rishi,subject,type,tradition
HG0876,नामघोष,नामघोष,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0877,गुणमाला,गुणमाला,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0878,बरगीत,बरगीत,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0879,तिरुवाचकम्,तिरुवाचकम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0880,तिरुमन्तिरम्,तिरुमन्तिरम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0881,तेवारम्,तेवारम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0882,तिरुवाय्मोळी,तिरुवाय्मोळी,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0883,तिरुप्पावै,तिरुप्पावै,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0884,नालायिरदिव्यप्रबन्धम्,नालायिरदिव्यप्रबन्धम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0885,तिरुप्पुगळ,तिरुप्पुगळ,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0886,पेरियपुराणम्,पेरियपुराणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0887,कंब,कंब,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0888,रामायणम्,रामायणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0889,सिलप्पतिकारम्,सिलप्पतिकारम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0890,मणिमेकलै,मणिमेकलै,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0891,तिरुविलैयाडलपुराणम्,तिरुविलैयाडलपुराणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0892,तिरुक्कुरळ्,तिरुक्कुरळ्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0893,तिरुवरुट्पा,तिरुवरुट्पा,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0894,तिरुवेम्पावै,तिरुवेम्पावै,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0895,तिरुविरुत्तम्,तिरुविरुत्तम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0896,तिरुक्कुरुंताण्डकम्,तिरुक्कुरुंताण्डकम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0897,तिरुमडाल्,तिरुमडाल्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0898,तिरुमुरै,तिरुमुरै,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0899,तिरुप्पा,तिरुप्पा,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0900,आन्ध्रमहाभारतम्,आन्ध्रमहाभारतम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0901,रङ्गनाथरामायणम्,रङ्गनाथरामायणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0902,आन्ध्रभागवतम्,आन्ध्रभागवतम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0903,अमुक्तमाल्यदा,अमुक्तमाल्यदा,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0904,बसवपुराणम्,बसवपुराणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0905,पम्परामायणम्,पम्परामायणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0906,कन्नडमहाभारत,कन्नडमहाभारत,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0907,कन्नडभागवत,कन्नडभागवत,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0908,कन्नडरामायण,कन्नडरामायण,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0909,हरिदाससाहित्य,हरिदाससाहित्य,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0910,कृष्णगाथा,कृष्णगाथा,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0911,अध्यात्मरामायणम्,अध्यात्मरामायणम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0912,ज्ञानप्पाना,ज्ञानप्पाना,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0913,नारायणीयम्,नारायणीयम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0914,हरिनामकीर्तनम्,हरिनामकीर्तनम्,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0915,विनयपत्रिका,विनयपत्रिका,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0916,कवितावली,कवितावली,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0917,गीतावली,गीतावली,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0918,दोहावली,दोहावली,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0919,हनुमानबाहुक,हनुमानबाहुक,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0920,सूरसागर,सूरसागर,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0921,सूरसारावली,सूरसारावली,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0922,साहित्यलहरी,साहित्यलहरी,विभिन्न सन्त/कवि,"भक्ति, राम-कृष्ण-शिव उपासना, नैतिकता र क्षेत्रीय धार्मिक परम्परा",क्षेत्रीय भक्तिग्रन्थ,क्षेत्रीय भक्ति
HG0923,भागवतसारसंग्रह,भागवतसारसंग्रह,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0924,मोक्षधर्म,मोक्षधर्म,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0925,नारायणीय,नारायणीय,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0926,शरणागतिदीपिका,शरणागतिदीपिका,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0927,रहस्यत्रयसार,रहस्यत्रयसार,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0928,भक्तिरसायन,भक्तिरसायन,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0929,भक्तिरसामृतसिन्धु,भक्तिरसामृतसिन्धु,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0930,उज्ज्वलनीलमणि,उज्ज्वलनीलमणि,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0931,हरिभक्तिविलास,हरिभक्तिविलास,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0932,गोविन्दभाष्य,गोविन्दभाष्य,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0933,गोपालचम्पू,गोपालचम्पू,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0934,कृष्णसन्दर्भ,कृष्णसन्दर्भ,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0935,तत्त्वसन्दर्भ,तत्त्वसन्दर्भ,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0936,भगवत्सन्दर्भ,भगवत्सन्दर्भ,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0937,परमात्मसन्दर्भ,परमात्मसन्दर्भ,विभिन्न आचार्य/परम्परा,"भक्ति, वैष्णव दर्शन, उपासना र मोक्ष",भक्तिदर्शन/ग्रन्थ,भक्ति/वैष्णव दर्शन
HG0938,नारायणोत्तर-संहिता,नारायणोत्तर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0939,नारायणकल्प-संहिता,नारायणकल्प-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0940,नरसिंहपाद्म-संहिता,नरसिंहपाद्म-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0941,ज्ञानार्णव-संहिता,ज्ञानार्णव-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0942,तन्त्रतिलक-संहिता,तन्त्रतिलक-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0943,त्रयशतोत्तर-संहिता,त्रयशतोत्तर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0944,दुर्वासा-संहिता,दुर्वासा-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0945,नरसिंह-संहिता,नरसिंह-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0946,नारायण-संहिता,नारायण-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0947,बृहस्पति-महातन्त्रम्,बृहस्पति-महातन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0948,बोधायन-तन्त्रम्,बोधायन-तन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0949,ब्रह्म-तन्त्रम्,ब्रह्म-तन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0950,महाकाल-पाञ्चरात्रम्,महाकाल-पाञ्चरात्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0951,महासानत्कुमार-संहिता,महासानत्कुमार-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0952,माहेश्वर-तन्त्रम्,माहेश्वर-तन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0953,श्री-शास्त्रम्,श्री-शास्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0954,श्रीकालपरा-संहिता,श्रीकालपरा-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0955,श्रीधर-संहिता,श्रीधर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0956,सङ्कर्षण-संहिता,सङ्कर्षण-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0957,सनक-संहिता,सनक-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0958,सनत्-संहिता,सनत्-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0959,सनन्द-संहिता,सनन्द-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0960,सात्यकि-तन्त्रम्,सात्यकि-तन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0961,सारसमुच्चय-संहिता,सारसमुच्चय-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0962,साम्वर्त-संहिता,साम्वर्त-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0963,सुदर्शन-संहिता,सुदर्शन-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0964,सुपर्णप्रश्न-संहिता,सुपर्णप्रश्न-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0965,हयग्रीव-तन्त्रम्,हयग्रीव-तन्त्रम्,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0966,हंसपारमेश्वर-संहिता,हंसपारमेश्वर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0967,हिरण्यगर्भ-संहिता,हिरण्यगर्भ-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0968,कालोत्तर-संहिता,कालोत्तर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0969,श्रीमन्नारायण-संहिता,श्रीमन्नारायण-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0970,विश्वेश्वर-संहिता,विश्वेश्वर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0971,वैहायसी-संहिता,वैहायसी-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0972,शुकप्रश्न-संहिता,शुकप्रश्न-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0973,शौनक-संहिता,शौनक-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0974,शौनकीय-संहिता,शौनकीय-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0975,वृद्धपाद्म-संहिता,वृद्धपाद्म-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0976,वासुदेव-संहिता,वासुदेव-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0977,विश्व-संहिता,विश्व-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0978,विष्णुतत्त्व-संहिता,विष्णुतत्त्व-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0979,विष्णुरहस्य-संहिता,विष्णुरहस्य-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0980,विष्णुमन्दिर-संहिता,विष्णुमन्दिर-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0981,विष्णुसिद्धान्त-संहिता,विष्णुसिद्धान्त-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
HG0982,विष्वक्सेन-संहिता,विष्वक्सेन-संहिता,पाञ्चरात्र परम्परा/परम्परागत,"वैष्णव आगम, संहिता, मन्दिर-उपासना, मन्त्र र तत्त्व",पाञ्चरात्र संहिता,वैष्णव/पाञ्चरात्र
